d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,92820.00,93733.26
1_facilities_and_construction,2019-2020,565318.39,560305.54
1_facilities_and_construction,2020-2021,418741.66,398938.80
1_facilities_and_construction,2021-2022,98814.32,76182.03
10_office_management,2020-2021,17628.00,16598.84
11_defence,2017-2018,200.02,204.74
11_defence,2018-2019,36504.53,37072.22
2_professional_services,2017-2018,1237884.23,1269786.41
2_professional_services,2018-2019,1135429.99,1153165.26
2_professional_services,2019-2020,464476.64,460248.27
2_professional_services,2020-2021,346993.88,330086.39
2_professional_services,2021-2022,370417.35,214570.31
6_industrial_products_and_services,2019-2020,13340.00,13188.14
9_human_capital,2017-2018,189094.61,193950.54
9_human_capital,2018-2019,67458.46,68308.84
9_human_capital,2019-2020,18484.48,18293.41
9_human_capital,2020-2021,23513.67,22349.28
9_human_capital,2021-2022,38939.56,30408.90
