d_most_recent_category,total,percentage
2_professional_services,4353729.05,0.7163
1_facilities_and_construction,1270765.09,0.2091
3_information_technology,283599.65,0.0467
9_human_capital,102702.59,0.0169
11_defence,36704.55,0.006
10_office_management,17628.00,0.0029
6_industrial_products_and_services,13340.00,0.0022
