d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,92820.00
1_facilities_and_construction,2019-2020,565318.39
1_facilities_and_construction,2020-2021,418741.66
10_office_management,2020-2021,17628.00
11_defence,2017-2018,200.02
11_defence,2018-2019,36504.53
2_professional_services,2017-2018,1237884.23
2_professional_services,2018-2019,1135429.99
2_professional_services,2019-2020,464476.64
2_professional_services,2020-2021,346993.88
6_industrial_products_and_services,2019-2020,13340.00
9_human_capital,2017-2018,189094.61
9_human_capital,2018-2019,67458.46
9_human_capital,2019-2020,18484.48
9_human_capital,2020-2021,23513.67
