d_most_recent_category,total,percentage
6_industrial_products_and_services,40776217.12,0.9769
3_information_technology,518103.42,0.0124
2_professional_services,343066.91,0.0082
9_human_capital,65869.18,0.0016
1_facilities_and_construction,36720.00,9e-4
