d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,15905.4
2_professional_services,2017-2018,38920.39218833397
2_professional_services,2018-2019,289372.22781166603
2_professional_services,2019-2020,14774.289999999999
3_information_technology,2017-2018,85835.3947368421
3_information_technology,2018-2019,55979.60526315789
3_information_technology,2020-2021,3364.901477572559
6_industrial_products_and_services,2017-2018,9581263.254713885
6_industrial_products_and_services,2018-2019,9182078.107056003
6_industrial_products_and_services,2019-2020,9318336.703854844
6_industrial_products_and_services,2020-2021,6600077.482764972
9_human_capital,2017-2018,17125.5
9_human_capital,2018-2019,25515.4
