normalized_vendor_name,original_vendor_name
AIR LIQUIDE CANADA,AIR LIQUIDE CANADA LTEE
AIR LIQUIDE CANADA,Air Liquide Canada Inc
AIR LIQUIDE CANADA,AIR LIQUIDE CANADA INC
AIR LIQUIDE CANADA,AIR LIQUIDE CANADA INC.
AIR LIQUIDE CANADA,Air Liquide Canada Inc.
AIR LIQUIDE CANADA,Air Liquid Canada
AIR LIQUIDE CANADA,air liquide canada inc
AIR LIQUIDE CANADA,Air Liquide Canada
AIR LIQUIDE CANADA,Ait Liquide Canada Inc
AIR LIQUIDE CANADA,AIR LIQUIDE CANADA
AIR LIQUIDE CANADA,Air liquide canada INC
AIR LIQUIDE CANADA,Air Liquid canada Inc
