d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,75651.95999999999
1_facilities_and_construction,2018-2019,55187.581184210525
1_facilities_and_construction,2019-2020,106633.35881578947
1_facilities_and_construction,2020-2021,182641.83
10_office_management,2017-2018,38238.248076923075
10_office_management,2018-2019,38238.248076923075
10_office_management,2019-2020,28809.638962065328
10_office_management,2020-2021,62093.95776796352
11_defence,2017-2018,59557.649999999994
11_defence,2018-2019,11486.9
11_defence,2020-2021,33584.14
6_industrial_products_and_services,2017-2018,855120.2452965141
6_industrial_products_and_services,2018-2019,890103.3021218248
6_industrial_products_and_services,2019-2020,829079.8699854837
6_industrial_products_and_services,2020-2021,1285868.0393648685
