d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,75651.96,77762.00
1_facilities_and_construction,2018-2019,55187.58,56031.72
1_facilities_and_construction,2019-2020,106633.36,105969.17
1_facilities_and_construction,2020-2021,182641.83,174263.11
1_facilities_and_construction,2021-2022,104503.38,97654.09
10_office_management,2017-2018,38238.25,39410.22
10_office_management,2018-2019,38238.25,38937.20
10_office_management,2019-2020,28809.64,28729.02
10_office_management,2020-2021,62093.96,59220.47
10_office_management,2021-2022,64068.40,59952.72
11_defence,2017-2018,59557.65,61322.02
11_defence,2018-2019,11486.90,11727.82
11_defence,2020-2021,33584.14,31911.33
11_defence,2021-2022,20483.79,19078.83
3_information_technology,2021-2022,44946.16,40925.45
5_transportation_and_logistics,2021-2022,105483.59,99241.51
6_industrial_products_and_services,2017-2018,855120.25,880578.73
6_industrial_products_and_services,2018-2019,890103.30,906335.45
6_industrial_products_and_services,2019-2020,829079.87,819789.15
6_industrial_products_and_services,2020-2021,1285868.04,1224447.15
6_industrial_products_and_services,2021-2022,1598125.32,1494296.60
