d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,65072.17,66765.72
0_other,2018-2019,80270.87,81257.42
0_other,2019-2020,207576.27,204404.78
0_other,2020-2021,11399.11,10733.61
0_other,2021-2022,119392.65,107881.88
1_facilities_and_construction,2017-2018,18442629.57,18909013.39
1_facilities_and_construction,2018-2019,17147144.48,17388795.37
1_facilities_and_construction,2019-2020,18873649.06,18643575.50
1_facilities_and_construction,2020-2021,19093976.14,18137915.48
1_facilities_and_construction,2021-2022,16446780.01,15244499.50
10_office_management,2017-2018,1244950.12,1276779.78
10_office_management,2018-2019,1699228.41,1721238.81
10_office_management,2019-2020,3023860.60,2983747.70
10_office_management,2020-2021,885690.43,841509.60
10_office_management,2021-2022,1427692.42,1317040.69
2_professional_services,2017-2018,20189083.93,20706599.28
2_professional_services,2018-2019,20134094.66,20430265.50
2_professional_services,2019-2020,21317006.76,21075843.73
2_professional_services,2020-2021,19613804.71,18626503.34
2_professional_services,2021-2022,26719945.05,24704921.86
3_information_technology,2017-2018,53742561.11,55111187.42
3_information_technology,2018-2019,62409820.40,63317924.26
3_information_technology,2019-2020,59885089.25,59285967.46
3_information_technology,2020-2021,60732641.93,57705515.97
3_information_technology,2021-2022,71379581.64,66072542.57
4_medical,2017-2018,43340.28,44425.85
4_medical,2018-2019,49432.20,50330.02
4_medical,2019-2020,413242.24,405908.77
4_medical,2020-2021,948651.64,901854.92
4_medical,2021-2022,959155.19,890656.43
5_transportation_and_logistics,2017-2018,5003393.91,5130893.82
5_transportation_and_logistics,2018-2019,5292066.76,5369792.93
5_transportation_and_logistics,2019-2020,5485044.31,5440654.93
5_transportation_and_logistics,2020-2021,6048586.76,5751203.92
5_transportation_and_logistics,2021-2022,6814763.03,6300189.12
6_industrial_products_and_services,2017-2018,21213242.21,21732157.11
6_industrial_products_and_services,2018-2019,26047720.79,26376212.68
6_industrial_products_and_services,2019-2020,20473728.90,20168802.20
6_industrial_products_and_services,2020-2021,12727477.48,12042733.74
6_industrial_products_and_services,2021-2022,15972397.16,14622012.05
8_security_and_protection,2017-2018,5706939.76,5854732.26
8_security_and_protection,2018-2019,4351629.13,4419302.25
8_security_and_protection,2019-2020,4302165.44,4264384.40
8_security_and_protection,2020-2021,4536809.60,4313028.00
8_security_and_protection,2021-2022,4613101.84,4280385.47
9_human_capital,2017-2018,2820240.96,2892923.25
9_human_capital,2018-2019,2458409.26,2496225.76
9_human_capital,2019-2020,2174046.93,2153475.63
9_human_capital,2020-2021,1249317.56,1186090.66
9_human_capital,2021-2022,1522299.08,1410604.64
