d_vendor_name,overall_total
IBM CANADA,35649897.40677143
CANADIAN CORPS OF COMMISSIONAIRES,18780081.9376554
CACHE COMPUTER CONSULTING,15745873.893323436
COFOMO,11285862.05782058
SI SYSTEMS,9884296.770659922
BUREAU VERITAS CANADA,9467814.95855501
THERMO FISHER SCIENTIFIC,8425901.90800763
NISHA TECHONOLOGIES,7375707.535285118
DONNA CONA,7320695.363137245
RACING FORENSICS,6547613.38962536
MAXXAM ANALYTICS,6306101.957084189
SYSTEMATIX SOLUTIONS,6087744.4
VERITAAQ TECHNOLOGY HOUSE,5392168.009764301
ORACLE CANADA,5173345.81405686
I4C INFORMATION TECHNOLOGY,5041591.359234197
WINTERSTEIGER,4910036.849105213
APPTION,4734651.093766764
RANDSTAD,4568660.899999999
FORD MOTOR COMPANY,4379921.119169504
BELL CANADA,4364052.501589394
LAVAL LAB,4094337.3499999996
SYSTEMSCOPE,4025076.140461278
THE HALIFAX GROUP,3274718.5670341207
ILLUMINA CANADA,3185831.5114898747
SAP,3176678.908336019
ELSEVIER B V,3050760.894549912
TRANSPOLAR TECHNOLOGY,2998453.88
EAGLE PROFESSIONAL RESOURCES,2966250.03
GENOME QUEBEC,2819501.1029502423
CDW CANADA,2816646.155056056
FELIX TECHNOLOGY,2705863.3653475824
SERVICE STAR BUILDING CLEANING,2659868.926940452
IT NET CONSULTANTS,2640313.8409485924
AGILENT,2456396.7843814017
DELOITTE AND TOUCHE,2411970.27791708
MODIS CANADA,2401077.1038251366
ELSEVIER,2377085.224494075
VWR INTERNATIONAL,2374421.961619679
ADGA GROUP,2312769.147063952
XEROX,2226374.7989572333
GC STRATEGIES,2210138.25802263
CGI,2203425
GENERAL MOTORS,2114423.94
GARTNER,1971234.7517769774
MGIS,1887920.301807229
MICROSOFT CANADA,1882047.209056778
WATERS,1860844.4557671233
UNIVERSITY OF GUELPH,1794007.9089436827
TEKSYSTEMS CANADA,1748926.4417758984
FCA CANADA,1725125.29
