d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,18440424.263996255
1_facilities_and_construction,2018-2019,17098458.006736856
1_facilities_and_construction,2019-2020,18775857.622954715
1_facilities_and_construction,2020-2021,19029944.6718151
10_office_management,2017-2018,1267950.1193926756
10_office_management,2018-2019,1699622.9496734687
10_office_management,2019-2020,3023860.5973180262
10_office_management,2020-2021,885690.4343828692
2_professional_services,2017-2018,23557694.1367205
2_professional_services,2018-2019,23924909.474141303
2_professional_services,2019-2020,22044892.358263437
2_professional_services,2020-2021,20221072.88684024
3_information_technology,2017-2018,50344454.88089509
3_information_technology,2018-2019,56624922.30807544
3_information_technology,2019-2020,54242035.664048314
3_information_technology,2020-2021,52934670.5311043
4_medical,2017-2018,43340.28321287077
4_medical,2018-2019,49432.20448022913
4_medical,2019-2020,419789.9977291114
4_medical,2020-2021,955871.9725893799
5_transportation_and_logistics,2017-2018,5003393.907241301
5_transportation_and_logistics,2018-2019,5307056.864982172
5_transportation_and_logistics,2019-2020,5485044.306369705
5_transportation_and_logistics,2020-2021,6048586.75885896
6_industrial_products_and_services,2017-2018,21213242.20882674
6_industrial_products_and_services,2018-2019,26048756.93637515
6_industrial_products_and_services,2019-2020,20477716.727799084
6_industrial_products_and_services,2020-2021,12701095.532610934
8_security_and_protection,2017-2018,5706939.755078641
8_security_and_protection,2018-2019,4351629.127041387
8_security_and_protection,2019-2020,4302165.444957877
8_security_and_protection,2020-2021,4514645.99585734
9_human_capital,2017-2018,5954651.5432178285
9_human_capital,2018-2019,7503793.186888355
9_human_capital,2019-2020,7064020.516266134
9_human_capital,2020-2021,8304729.88573373
NA,2017-2018,65072.17323692992
NA,2018-2019,80270.87
NA,2019-2020,207576.27
NA,2020-2021,11399.11
