d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,183642.13,188999.10
it_consulting_services,2018-2019,312820.67,318378.22
it_consulting_services,2019-2020,373097.52,372294.55
it_consulting_services,2020-2021,497571.29,475541.61
it_consulting_services,2021-2022,374146.16,354523.77
it_software_licensing,2017-2018,150372.83,154636.66
it_software_licensing,2018-2019,295106.55,300805.45
it_software_licensing,2019-2020,862292.86,847233.30
it_software_licensing,2020-2021,292444.45,278875.47
it_software_licensing,2021-2022,663871.04,614033.71
