d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,674531.74,693518.21
1_facilities_and_construction,2018-2019,879377.30,898272.23
1_facilities_and_construction,2019-2020,695671.16,690789.40
1_facilities_and_construction,2020-2021,1141858.92,1088976.83
1_facilities_and_construction,2021-2022,513840.97,481727.92
11_defence,2017-2018,42350.00,43637.63
2_professional_services,2018-2019,187221.27,191497.25
2_professional_services,2019-2020,76949.95,77229.84
2_professional_services,2021-2022,58523.17,54694.70
6_industrial_products_and_services,2020-2021,112711.50,107779.91
