d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,207986.15,214254.94
2_professional_services,2018-2019,295684.33,299801.57
2_professional_services,2019-2020,1504281.20,1490234.69
2_professional_services,2020-2021,1246382.94,1186192.38
2_professional_services,2021-2022,473341.05,440077.32
3_information_technology,2017-2018,723168.11,744485.57
3_information_technology,2018-2019,2148600.25,2187992.13
3_information_technology,2019-2020,1773415.42,1755825.48
3_information_technology,2020-2021,1869066.93,1781937.66
3_information_technology,2021-2022,484301.81,453551.19
9_human_capital,2017-2018,78512.40,80794.83
9_human_capital,2018-2019,29809.50,30542.28
9_human_capital,2019-2020,16277.55,16115.41
