d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,239013.60,244315.92
1_facilities_and_construction,2019-2020,688042.20,679645.58
1_facilities_and_construction,2020-2021,1422398.55,1357492.49
1_facilities_and_construction,2021-2022,389156.41,362588.65
3_information_technology,2019-2020,19834.50,19453.92
3_information_technology,2020-2021,14203.47,13471.16
6_industrial_products_and_services,2018-2019,151105.45,152394.12
6_industrial_products_and_services,2019-2020,727692.06,721852.25
6_industrial_products_and_services,2020-2021,11593.98,11011.78
6_industrial_products_and_services,2021-2022,66956.10,62645.33
