d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,79052.92,80944.52
11_defence,2018-2019,197632.29,200705.77
11_defence,2019-2020,198173.75,196501.37
11_defence,2020-2021,128569.06,121937.16
11_defence,2021-2022,74537.23,70234.48
2_professional_services,2017-2018,924739.29,948563.06
2_professional_services,2018-2019,686993.36,697811.06
2_professional_services,2019-2020,964419.23,954297.11
2_professional_services,2020-2021,1284159.16,1220201.50
2_professional_services,2021-2022,1173446.05,1088114.75
3_information_technology,2017-2018,1053484.86,1080433.38
3_information_technology,2018-2019,834358.91,847335.07
3_information_technology,2019-2020,938659.00,931219.15
3_information_technology,2020-2021,920990.29,875558.10
3_information_technology,2021-2022,920990.29,855088.83
9_human_capital,2017-2018,11359.53,11653.17
9_human_capital,2018-2019,29124.64,29442.96
9_human_capital,2019-2020,25651.43,25434.96
9_human_capital,2020-2021,106690.64,101102.49
9_human_capital,2021-2022,109464.82,101140.07
