owner_org,d_fiscal_year,total
aafc-aac,2019-2020,100180.31732531932
aafc-aac,2020-2021,179799.89755822692
aandc-aadnc,2017-2018,105804.20020847877
aandc-aadnc,2018-2019,65559.23939083239
aandc-aadnc,2019-2020,15360.310266159697
aandc-aadnc,2020-2021,85793.26000000001
acoa-apeca,2020-2021,3540.432655086848
atssc-scdata,2017-2018,85871.85
cbsa-asfc,2020-2021,24295
cfia-acia,2018-2019,19775
cic,2017-2018,99147.47
cic,2019-2020,3157.917759562841
cic,2020-2021,20320.255681833667
cnsc-ccsn,2017-2018,134513.1023999003
cnsc-ccsn,2018-2019,126551.81136063933
cnsc-ccsn,2019-2020,112583.1230407826
cnsc-ccsn,2020-2021,108506.48815920397
crtc,2018-2019,30640.829999999998
crtc,2019-2020,39321.450000000004
csa-asc,2019-2020,6798.686300000001
csa-asc,2020-2021,22131.893700000004
csc-scc,2020-2021,23052
csps-efpc,2018-2019,11073.568702290077
csps-efpc,2019-2020,25651.431297709925
dfatd-maecd,2020-2021,123426.90930368082
dfo-mpo,2017-2018,42488
dfo-mpo,2018-2019,11048.88
dfo-mpo,2020-2021,44573.409999999996
dnd-mdn,2017-2018,79052.91666666667
dnd-mdn,2018-2019,200043.58065217393
dnd-mdn,2019-2020,207646.67101449278
dnd-mdn,2020-2021,154347.77404020753
ec,2020-2021,19894.45766839378
elections,2017-2018,58479.389312977095
elections,2018-2019,31120.610687022898
esdc-edsc,2019-2020,17358.558582677168
esdc-edsc,2020-2021,89359.30363043759
fpcc-cpac,2020-2021,147749.71613165378
hc-sc,2017-2018,83055
hc-sc,2018-2019,46329.81
hc-sc,2019-2020,29104.01923076923
hc-sc,2020-2021,47180.28076923077
ic,2018-2019,13403.35374407583
ic,2019-2020,21132.276255924167
ic,2020-2021,39959.380000000005
isc-sac,2017-2018,10806.183749601323
isc-sac,2018-2019,75543.08625039867
jus,2019-2020,5943.9416279069765
jus,2020-2021,33377.51837209302
nserc-crsng,2018-2019,7688.189024390244
nserc-crsng,2019-2020,136580.48756097563
nserc-crsng,2020-2021,31530.21341463415
osfi-bsif,2019-2020,63603.98569083448
osfi-bsif,2020-2021,95145.3064637483
pc,2020-2021,24172.317945205483
pch,2017-2018,11359.529999999999
psc-cfp,2017-2018,23397.41
psc-cfp,2018-2019,35111.55988023952
psc-cfp,2019-2020,42693.790419161676
psc-cfp,2020-2021,116.6497005988024
pwgsc-tpsgc,2019-2020,1864.5
ssc-spc,2017-2018,48326.69798785118
ssc-spc,2018-2019,20556.21867881549
ssc-spc,2020-2021,711.0731707317073
tbs-sct,2017-2018,1275309.8482504056
tbs-sct,2018-2019,1053663.4629973469
tbs-sct,2019-2020,1261753.4676295186
tbs-sct,2020-2021,1100710.5882491553
tc,2017-2018,11025
