d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2020-2021,10.58,9.97
it_consulting_services,2021-2022,3863.14,3591.66
it_consulting_services,2022-2023,8284.02,7380.28
it_devices_equipment,2021-2022,17467.01,16147.96
it_devices_equipment,2022-2023,5302.49,4789.55
it_software_licensing,2018-2019,87917.88,88739.18
it_software_licensing,2019-2020,142.52,139.27
it_software_licensing,2020-2021,851210.13,802981.82
it_software_licensing,2021-2022,34447753.34,32025220.94
it_software_licensing,2022-2023,32874759.04,29414458.13
