d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,159752.63,164296.54
1_facilities_and_construction,2018-2019,21675.36,21908.31
10_office_management,2017-2018,62735.69,64492.31
10_office_management,2018-2019,226130.97,229866.94
10_office_management,2019-2020,13430.25,13479.09
10_office_management,2020-2021,19966.54,18937.10
10_office_management,2021-2022,67310.57,64134.08
2_professional_services,2017-2018,37870.62,39110.18
2_professional_services,2018-2019,29797.74,30051.86
2_professional_services,2019-2020,13047.93,12737.12
2_professional_services,2020-2021,25263.02,23807.75
5_transportation_and_logistics,2019-2020,17582.83,17163.99
6_industrial_products_and_services,2017-2018,699793.84,720891.67
6_industrial_products_and_services,2018-2019,412728.22,417723.49
6_industrial_products_and_services,2019-2020,1048325.78,1032579.70
6_industrial_products_and_services,2020-2021,528339.18,502171.58
6_industrial_products_and_services,2021-2022,293713.09,270134.52
