owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,11330.53,11642.77
aafc-aac,2018-2019,120788.80,122994.28
aafc-aac,2019-2020,121454.19,120479.51
aafc-aac,2020-2021,121122.35,115474.95
aafc-aac,2021-2022,120907.98,113146.66
cihr-irsc,2018-2019,3811.95,3870.15
cihr-irsc,2019-2020,5558.46,5513.85
cihr-irsc,2020-2021,5543.27,5284.81
cihr-irsc,2021-2022,1731.32,1647.19
nrc-cnrc,2017-2018,3096646.69,3186452.13
nrc-cnrc,2018-2019,1124563.45,1141181.38
nrc-cnrc,2019-2020,1216737.71,1220906.85
