d_fiscal_year,total,total_constant_2019_dollars
2017-2018,25899.00,26568.73
2018-2019,1114635.60,1128775.99
2019-2020,1623546.59,1610323.62
2020-2021,569530.89,541000.57
2021-2022,144534.34,134192.19
