owner_org,d_fiscal_year,total,total_constant_2019_dollars
cas-satj,2019-2020,1723.82,1691.14
cas-satj,2020-2021,4085.67,3884.12
cas-satj,2021-2022,4085.67,3793.32
ced-dec,2019-2020,20338.50,19846.30
cic,2019-2020,11961.05,11671.59
cra-arc,2018-2019,23991.79,24244.55
cra-arc,2019-2020,168117.43,166095.94
cra-arc,2020-2021,74648.72,71157.63
csc-scc,2017-2018,25899.00,26568.73
csc-scc,2018-2019,186056.74,188602.45
csc-scc,2019-2020,267559.96,265161.69
csc-scc,2020-2021,143135.64,136074.80
csc-scc,2021-2022,32403.13,30084.53
ic,2019-2020,15354.51,15081.86
pc,2018-2019,122408.38,123612.76
rcmp-grc,2018-2019,782178.68,792316.23
rcmp-grc,2019-2020,1138491.33,1130775.11
rcmp-grc,2020-2021,347660.86,329884.01
rcmp-grc,2021-2022,108045.54,100314.34
