d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,213614.20
10_office_management,2018-2019,230101.92
10_office_management,2019-2020,87336.52
10_office_management,2020-2021,65096.91
11_defence,2017-2018,290591.11
11_defence,2018-2019,174142.87
11_defence,2019-2020,67266.19
11_defence,2020-2021,50541.53
2_professional_services,2017-2018,116043.01
3_information_technology,2017-2018,4808407.02
3_information_technology,2018-2019,5954794.92
3_information_technology,2019-2020,2961153.13
3_information_technology,2020-2021,4781092.75
6_industrial_products_and_services,2019-2020,735862.31
6_industrial_products_and_services,2020-2021,20440.62
