owner_org,d_fiscal_year,total
cas-satj,2017-2018,24392.6018339574
cas-satj,2019-2020,498.4968493150685
cas-satj,2020-2021,25494.553150684933
cbsa-asfc,2017-2018,116043.00643086818
dnd-mdn,2017-2018,290591.10777324217
dnd-mdn,2018-2019,174142.87370854596
dnd-mdn,2019-2020,67266.18561258279
dnd-mdn,2020-2021,50541.532905629145
elections,2017-2018,10693.438741450069
elections,2018-2019,11581.91436388509
elections,2019-2020,27326.429189746814
elections,2020-2021,28515.595081967218
fcac-acfc,2017-2018,29678.681763271506
fcac-acfc,2018-2019,29685.418037514708
fcac-acfc,2019-2020,13.472548486406463
fcac-acfc,2020-2021,13.435738244640325
hc-sc,2019-2020,18155.95081967213
hc-sc,2020-2021,150.04918032786884
nfb-onf,2018-2019,3521.8891481481483
nfb-onf,2019-2020,7450.933111111111
nfb-onf,2020-2021,20.35774074074074
nrcan-rncan,2018-2019,45031.9
nserc-crsng,2017-2018,8773.258606557376
nserc-crsng,2018-2019,10740.606955086458
nserc-crsng,2019-2020,13234.907990268734
nserc-crsng,2020-2021,3275.296448087432
rcmp-grc,2017-2018,213614.1966251729
rcmp-grc,2018-2019,249671.710802213
rcmp-grc,2019-2020,823198.8302702702
rcmp-grc,2020-2021,85537.52972972974
ssc-spc,2017-2018,4699197.990718853
ssc-spc,2018-2019,5719818.910238564
ssc-spc,2019-2020,2856775.2532515996
ssc-spc,2020-2021,4723623.465654983
tc,2017-2018,35671.05091867652
tc,2018-2019,114844.4916553145
tc,2019-2020,37697.689999999995
