d_fiscal_year,total,total_constant_2019_dollars
2017-2018,553037.66,567068.62
2018-2019,586153.07,594406.76
2019-2020,386158.14,381854.75
2020-2021,628676.68,594971.58
2021-2022,1720459.01,1593612.25
