d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1339652.89,1381063.00
2018-2019,1339652.89,1365324.84
2019-2020,1274123.67,1263732.28
2020-2021,1366694.08,1301531.04
2021-2022,1366694.08,1270650.56
2022-2023,1475038.48,1318802.47
