d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2021-2022,4832171.00,4503620.05
2_professional_services,2017-2018,854380.96,874795.58
2_professional_services,2018-2019,1419179.04,1445354.81
2_professional_services,2019-2020,55054.76,54458.63
2_professional_services,2020-2021,3397467.73,3230956.01
2_professional_services,2021-2022,4808996.50,4469995.54
3_information_technology,2018-2019,2257254.93,2285867.22
3_information_technology,2019-2020,9251246.86,9155967.13
3_information_technology,2020-2021,10135420.17,9635374.18
3_information_technology,2021-2022,7427600.54,6957485.43
