d_fiscal_year,total,total_constant_2019_dollars
2017-2018,5159965.61,5297351.57
2018-2019,5947484.13,6024957.86
2019-2020,5524879.07,5514262.49
2020-2021,7883695.32,7723784.08
2021-2022,6135904.30,4207299.90
