d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,11554.25,11721.17
1_facilities_and_construction,2019-2020,20283.50,19998.57
1_facilities_and_construction,2020-2021,12531.70,11808.32
2_professional_services,2018-2019,821120.29,833374.11
2_professional_services,2019-2020,324628.95,325633.55
3_information_technology,2017-2018,4839608.70,4989204.79
3_information_technology,2018-2019,4825009.55,4917471.90
3_information_technology,2019-2020,4860910.57,4822089.83
3_information_technology,2020-2021,7814657.76,7440512.64
3_information_technology,2021-2022,8433802.31,7770153.29
3_information_technology,2022-2023,14309412.22,12804291.31
6_industrial_products_and_services,2017-2018,320356.90,330039.01
6_industrial_products_and_services,2018-2019,289800.03,295183.19
6_industrial_products_and_services,2019-2020,319056.05,316367.68
6_industrial_products_and_services,2020-2021,56505.86,53377.11
6_industrial_products_and_services,2021-2022,71470.15,64849.57
6_industrial_products_and_services,2022-2023,217351.66,192929.95
8_security_and_protection,2021-2022,158976.00,149644.92
