d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1063050.8965548305
1_facilities_and_construction,2018-2019,467380.8254464865
1_facilities_and_construction,2019-2020,1689754.713079702
1_facilities_and_construction,2020-2021,195945.9391482301
2_professional_services,2017-2018,45858.46153846154
2_professional_services,2018-2019,35285.53846153846
2_professional_services,2020-2021,385988.3
5_transportation_and_logistics,2017-2018,6664.087403598973
5_transportation_and_logistics,2018-2019,101349.66259640103
6_industrial_products_and_services,2017-2018,520188.7
