d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,3049186.21,3143153.54
1_facilities_and_construction,2018-2019,3109569.71,3164533.69
1_facilities_and_construction,2019-2020,699955.04,690075.40
1_facilities_and_construction,2020-2021,88136.49,83130.84
1_facilities_and_construction,2021-2022,67684.61,63923.42
6_industrial_products_and_services,2017-2018,863649.26,891371.72
6_industrial_products_and_services,2018-2019,272192.51,277167.91
6_industrial_products_and_services,2019-2020,272938.24,270747.88
