owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,5326618.48,5424274.96
dfo-mpo,2018-2019,1464873.21,1479393.25
dfo-mpo,2019-2020,1484131.52,1482403.13
dfo-mpo,2020-2021,5988888.42,5720532.60
dfo-mpo,2021-2022,4391205.20,3185312.17
dnd-mdn,2017-2018,4067869.88,4175084.20
dnd-mdn,2018-2019,5700815.30,5773566.34
dnd-mdn,2019-2020,5526672.73,5514703.79
dnd-mdn,2020-2021,3878108.64,3796620.79
dnd-mdn,2021-2022,1653816.49,1179174.99
pc,2021-2022,164560.77,0.00
rcmp-grc,2021-2022,24999.45,0.00
tc,2018-2019,24207.99,24556.72
