d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,160223.93
11_defence,2017-2018,3878108.64
11_defence,2018-2019,3878108.64
11_defence,2019-2020,3888733.59
11_defence,2020-2021,3878108.64
3_information_technology,2018-2019,1237898.08
3_information_technology,2019-2020,71207.34
3_information_technology,2020-2021,193655.89
5_transportation_and_logistics,2017-2018,4720798.30
5_transportation_and_logistics,2018-2019,40588.42
5_transportation_and_logistics,2019-2020,829243.98
5_transportation_and_logistics,2020-2021,2953809.48
6_industrial_products_and_services,2017-2018,635357.49
6_industrial_products_and_services,2018-2019,1992505.09
6_industrial_products_and_services,2019-2020,1871856.65
6_industrial_products_and_services,2020-2021,2841423.04
9_human_capital,2018-2019,40796.28
9_human_capital,2019-2020,349762.69
