owner_org,d_fiscal_year,total,total_constant_2019_dollars
csc-scc,2020-2021,52500.00,51375.16
dfo-mpo,2019-2020,459815.34,459071.18
dfo-mpo,2020-2021,371775.20,359280.31
dfo-mpo,2021-2022,59376.53,54845.69
dnd-mdn,2017-2018,2987928.97,3093833.82
dnd-mdn,2019-2020,1075845.44,1072965.73
dnd-mdn,2020-2021,2783706.99,2757658.60
dnd-mdn,2021-2022,1905144.98,1756459.13
nrcan-rncan,2019-2020,150144.96,150076.46
nrcan-rncan,2021-2022,339448.97,309735.03
pc,2017-2018,33749.69,34720.29
pc,2018-2019,110840.55,112106.64
pc,2020-2021,210000.00,203542.10
pc,2021-2022,59410.42,45111.25
rcmp-grc,2021-2022,97434.85,85220.06
tc,2017-2018,628868.99,645718.29
tc,2018-2019,14221.46,14372.33
tc,2019-2020,86250.00,85940.75
tc,2021-2022,811072.87,623743.47
