d_fiscal_year,total,total_constant_2019_dollars
2017-2018,53253.07,54923.28
2019-2020,2069044.50,2043010.55
2020-2021,2996830.32,2853943.50
2021-2022,2996830.32,2786230.05
2022-2023,197051.86,177989.91
