d_fiscal_year,total,total_constant_2019_dollars
2017-2018,757309.82,776934.19
2018-2019,757309.82,769087.11
2019-2020,506256.43,505149.45
2020-2021,954467.37,907383.77
2021-2022,954467.37,886170.46
