owner_org,d_fiscal_year,total,total_constant_2019_dollars
pc,2017-2018,3519082.52,3641186.38
pwgsc-tpsgc,2017-2018,1880695.28,1920963.16
pwgsc-tpsgc,2018-2019,3106125.70,3145764.57
pwgsc-tpsgc,2019-2020,3114635.63,3108256.04
