d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,53109703.00,54723165.47
0_other,2018-2019,51486737.30,52417954.26
0_other,2019-2020,49603312.45,49103302.55
0_other,2020-2021,58793166.10,56058209.09
0_other,2021-2022,62684985.81,58507714.93
1_facilities_and_construction,2017-2018,4179650802.93,4307181740.84
1_facilities_and_construction,2018-2019,3936010508.58,4006985352.43
1_facilities_and_construction,2019-2020,4037474605.51,4002992996.89
1_facilities_and_construction,2020-2021,4359725279.57,4154522401.36
1_facilities_and_construction,2021-2022,3660825640.73,3421852590.42
10_office_management,2017-2018,262644942.27,270508635.84
10_office_management,2018-2019,256650205.00,260879121.03
10_office_management,2019-2020,321190010.62,317709739.01
10_office_management,2020-2021,329142617.95,313730055.46
10_office_management,2021-2022,293236365.82,273427234.13
2_professional_services,2017-2018,2148398348.25,2213588449.04
2_professional_services,2018-2019,2450662177.31,2493682616.61
2_professional_services,2019-2020,1939788037.02,1922066446.11
2_professional_services,2020-2021,2328238437.64,2219851726.67
2_professional_services,2021-2022,2597757527.92,2422010653.80
3_information_technology,2017-2018,3249582948.67,3347731694.66
3_information_technology,2018-2019,3540833718.98,3603143103.46
3_information_technology,2019-2020,3706786176.88,3673172819.07
3_information_technology,2020-2021,4245762732.83,4047146658.24
3_information_technology,2021-2022,4573339105.45,4271750822.55
4_medical,2017-2018,438056493.62,451417980.75
4_medical,2018-2019,456651080.72,464713054.05
4_medical,2019-2020,498533357.50,494134849.43
4_medical,2020-2021,3973276754.67,3788355578.38
4_medical,2021-2022,2078158336.09,1948964894.35
5_transportation_and_logistics,2017-2018,788701638.30,812431499.58
5_transportation_and_logistics,2018-2019,1052238219.12,1069269782.82
5_transportation_and_logistics,2019-2020,1875405276.77,1858532546.27
5_transportation_and_logistics,2020-2021,899640474.46,857090610.08
5_transportation_and_logistics,2021-2022,832173066.67,774239596.85
6_industrial_products_and_services,2017-2018,433573872.69,446508179.99
6_industrial_products_and_services,2018-2019,443066610.10,450253108.91
6_industrial_products_and_services,2019-2020,457705887.51,452277903.98
6_industrial_products_and_services,2020-2021,651647062.77,621037334.65
6_industrial_products_and_services,2021-2022,446166986.05,414904954.14
7_travel,2017-2018,43481726.40,44811378.61
7_travel,2018-2019,56035490.39,57149127.56
7_travel,2019-2020,44790670.85,44305255.33
7_travel,2020-2021,60968948.15,58029763.83
7_travel,2021-2022,39034436.66,36371331.76
8_security_and_protection,2017-2018,258227660.42,266118963.07
8_security_and_protection,2018-2019,287878948.42,293286961.27
8_security_and_protection,2019-2020,262287956.72,260186800.17
8_security_and_protection,2020-2021,285845281.52,272459919.65
8_security_and_protection,2021-2022,362086183.29,338776520.19
9_human_capital,2017-2018,101615293.05,104670441.91
9_human_capital,2018-2019,109432001.61,111315551.70
9_human_capital,2019-2020,117469942.88,116331843.69
9_human_capital,2020-2021,120393837.68,114748348.90
9_human_capital,2021-2022,137578616.99,128232282.10
