d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,948.82,958.16
it_consulting_services,2019-2020,43487.64,43347.46
it_consulting_services,2020-2021,1041799.29,989083.22
it_consulting_services,2021-2022,2066612.73,1918736.26
it_devices_equipment,2018-2019,59114.86,60271.05
it_devices_equipment,2019-2020,4493.59,4509.56
it_devices_equipment,2020-2021,899723.48,854136.12
it_devices_equipment,2021-2022,1676.06,1584.82
it_other,2017-2018,2121354.82,2176302.48
it_other,2018-2019,4628527.99,4698049.66
it_other,2019-2020,1773937.34,1754319.63
it_other,2020-2021,2155466.64,2050248.99
it_other,2021-2022,1797797.81,1676873.89
it_software_licensing,2017-2018,715771.37,734319.34
it_software_licensing,2018-2019,716140.90,727275.84
it_software_licensing,2019-2020,10414.13,10349.76
it_software_licensing,2020-2021,8430.01,8014.16
it_software_licensing,2021-2022,8430.01,7826.80
