d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,10943593.108628627
1_facilities_and_construction,2018-2019,11035566.168288136
1_facilities_and_construction,2019-2020,11512761.251519423
1_facilities_and_construction,2020-2021,10727671.88550988
10_office_management,2017-2018,525620.4272454273
10_office_management,2018-2019,525620.4272454273
10_office_management,2019-2020,536941.164244966
10_office_management,2020-2021,80102.99791719619
11_defence,2017-2018,121968279.74273068
11_defence,2018-2019,67918810.37932123
11_defence,2019-2020,68024355.47545332
11_defence,2020-2021,46523118.433152795
2_professional_services,2017-2018,2463728.0540994885
2_professional_services,2018-2019,995730.358683206
2_professional_services,2019-2020,183867.07774809157
2_professional_services,2020-2021,157837.60439716312
3_information_technology,2017-2018,2837126.1903354176
3_information_technology,2018-2019,5404732.573241096
3_information_technology,2019-2020,1832332.6887449406
3_information_technology,2020-2021,3063620.1341032656
5_transportation_and_logistics,2019-2020,49603.94
6_industrial_products_and_services,2017-2018,51347018.072985046
6_industrial_products_and_services,2018-2019,72917917.75592136
6_industrial_products_and_services,2019-2020,51945002.84971153
6_industrial_products_and_services,2020-2021,46710176.062980086
9_human_capital,2017-2018,56258.03
9_human_capital,2019-2020,101324.29999999999
