d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,79254.45037288136
1_facilities_and_construction,2019-2020,188357.9794576271
1_facilities_and_construction,2020-2021,318147.09137735673
11_defence,2017-2018,85428
11_defence,2018-2019,322633.52
2_professional_services,2017-2018,140315.323930323
2_professional_services,2018-2019,291840.33233748324
2_professional_services,2019-2020,525523.8635281882
2_professional_services,2020-2021,314098.67563478963
3_information_technology,2017-2018,2039147.5329057593
3_information_technology,2018-2019,1224411.1158555609
3_information_technology,2019-2020,697882.7380593322
3_information_technology,2020-2021,1127681.4403989525
9_human_capital,2017-2018,184909.97290145987
9_human_capital,2018-2019,235986.50387773724
9_human_capital,2019-2020,236633.04224452557
9_human_capital,2020-2021,51076.530976277376
