d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,79254.45,80123.73
1_facilities_and_construction,2019-2020,188357.98,186768.43
1_facilities_and_construction,2020-2021,318147.09,302578.76
1_facilities_and_construction,2021-2022,68786.96,64915.68
11_defence,2017-2018,124740.85,127838.08
11_defence,2018-2019,401255.52,405827.19
11_defence,2019-2020,41230.79,40376.72
11_defence,2020-2021,79492.96,75771.81
2_professional_services,2018-2019,9539.32,9633.18
2_professional_services,2019-2020,382174.56,378746.71
2_professional_services,2020-2021,234605.71,223032.68
2_professional_services,2021-2022,234605.71,217818.50
3_information_technology,2017-2018,2344165.64,2403169.40
3_information_technology,2018-2019,1664076.63,1688328.48
3_information_technology,2019-2020,1159595.42,1148052.96
3_information_technology,2020-2021,1178757.97,1119697.71
3_information_technology,2021-2022,2238672.10,2067091.10
