d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,256712.53,264590.82
1_facilities_and_construction,2018-2019,8129.71,8278.32
1_facilities_and_construction,2019-2020,36596.35,36302.66
10_office_management,2017-2018,174416.38,179614.34
10_office_management,2018-2019,73689.79,75021.98
10_office_management,2019-2020,62243.17,61985.12
10_office_management,2020-2021,70879.08,67860.14
10_office_management,2021-2022,26757.87,25038.97
2_professional_services,2017-2018,68294.25,70418.71
2_professional_services,2018-2019,361397.94,366977.52
2_professional_services,2019-2020,461835.74,457358.38
2_professional_services,2020-2021,378727.35,361527.60
2_professional_services,2021-2022,99047.04,94033.76
3_information_technology,2017-2018,1044191.05,1074393.30
3_information_technology,2018-2019,1393611.98,1412476.59
3_information_technology,2019-2020,1463323.78,1446784.59
3_information_technology,2020-2021,1176293.25,1117990.70
3_information_technology,2021-2022,554148.10,524406.02
5_transportation_and_logistics,2018-2019,5632.62,5680.65
5_transportation_and_logistics,2019-2020,97197.38,96417.37
6_industrial_products_and_services,2018-2019,16644.85,16786.80
6_industrial_products_and_services,2019-2020,24745.01,24546.43
8_security_and_protection,2018-2019,214525.69,218447.00
8_security_and_protection,2019-2020,217274.20,215530.55
8_security_and_protection,2020-2021,131499.80,123924.79
9_human_capital,2017-2018,132523.24,136323.26
9_human_capital,2018-2019,354338.08,360803.00
9_human_capital,2019-2020,145688.58,145021.63
9_human_capital,2020-2021,47584.02,45166.88
9_human_capital,2021-2022,13117.35,12498.32
