d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,77029.47,78992.32
it_consulting_services,2018-2019,223064.81,225876.49
it_consulting_services,2019-2020,574501.45,566033.84
it_consulting_services,2020-2021,786647.17,745175.21
it_consulting_services,2021-2022,393230.73,369499.41
it_devices_equipment,2017-2018,538334.74,551046.36
it_devices_equipment,2018-2019,713693.83,721425.86
it_devices_equipment,2019-2020,119456.16,117806.68
it_devices_equipment,2020-2021,25992.65,24685.99
it_devices_equipment,2021-2022,10488.99,9847.31
it_other,2017-2018,46511.88,47632.08
it_other,2018-2019,16941.12,17179.60
it_other,2019-2020,56682.46,56221.75
it_other,2020-2021,103396.25,98407.27
it_software_licensing,2017-2018,382314.96,392220.82
it_software_licensing,2018-2019,439912.23,446537.60
it_software_licensing,2019-2020,712683.72,706085.87
it_software_licensing,2020-2021,260257.18,247284.97
it_software_licensing,2021-2022,150428.38,140912.80
