d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1676137.45,1717917.41
2018-2019,2427970.66,2460740.05
2019-2020,2509297.58,2483265.61
2020-2021,1806029.84,1713300.17
2021-2022,693070.36,642834.40
