d_vendor_name,overall_total
CANADIAN CORPS OF COMMISSIONAIRES,1140812.67
MNP,496073.3137829912
NISHA TECHONOLOGIES,476595.05
IBM CANADA,398585.1775146771
CORADIX TECHNOLOGY CONSULTING,380132
NORTHERN MICRO,325372.78
RANDSTAD,303744
ADVANCED CHIPPEWA TECHNOLOGY O A ACT INC,297842.76
SOFTCHOICE,273597.0281369863
EXCEL HUMAN RESOURCES,227808
MICROSOFT CANADA,208027.03
KNOWLEDGE CIRCLE,176486.55660377358
MAPLESOFT CONSULTING,167240
IFATHOM,161341.4
THE AIM GROUP,159104
CLOUDMASK ONLOGICS,143328.07
ONLOGICS O A CLOUDMASK,143328.07
CLOUDMAGIC,142936.46325136613
FREEBALANCE,140376.16999999998
TRM TECHNOLOGIES,138646
THE RIGHT DOOR CONSULTING,132210
TOSHIBA CLIENT SOLUTIONS,119424.50000000001
GARTNER,114163.9
GOSS GILROY,111644
ACCURATE DESIGN,108961.19431924883
DEMENAGEMENT SLBL,102830
FARREBEE CONSULTING,100000.00000000001
CLOUDMASK,97293.00000000001
BALLA MACHREE,93541.7095890411
RICOH,93058.12000000001
GENESIS INTEGRATION,87848
XEROX,81818.71621013111
TERAMACH TECHNOLOGIES,79326
TRANISTION PATH,77461.5
TOTEM OFFISOURCE,74287.51999999999
KPMG,73450
CLIC CARPENTIER,70403.55
CLIC,69915.65000000001
GOLDBLATT PARTNERS,63562.5
FREE BALANCE,62647.2
KIFINITI,61245.229999999996
WORKPLACE FAIRNESS INSTITUTE O A DONAIS MEDIATIONS AND ARBITRATIONS,60031.25
FORRESTER RESEARCH,58949.468493150685
IMPACT COACHES,56720.00000000001
MIREMS,56500
QMR,49720
LEARN2LANGUE CLIC,49350
LANSDOWNE TECHNOLOGIES,48731.25
KNOWLEDGE CIRCLE LEARNING SERVICES,46440.95
DEMENAGMENT SLBL,45200
TURRIS COMMUNICATIONS,41389.85999999999
IMACAN MANAGEMENT CENTRES O A CANADIAN MANAGEMENT CENTRE,41188.5
PURE STREAM,40676.41
VISIONTEC SYSTEMS,35411.990000000005
VANGUARD EMERGENCY MANAGEMENT,35086.6
PRINT THREE OTTAWA,34437.659999999996
COMPUTER MEDIA GROUP,33001.59
GENESIS,30513.10290410959
RIPTYDE SOLUTIONS,29824.987808219175
OTTAWA HORTICULTURAL SERVICES,29315.039999999997
ECOLE DE LANGUES EAGLE,28984.999999999996
GAL POWER,28444.36
SHRED IT,28080.209306569344
THE BYTOWN GROUP,26662.35
4POINT SOLUTIONS,24973
ACCURATE,24848.7
ACCURATE DESIGN COMMUNICATIONS,24848.7
IMPACT COACHING,24294.5
FORWARD ADVANTAGE,24208.62
G H JOHNSONS FURNITURE,23975.8
GREYSCALE INTELLIGENCE,23165
THE RIGHT DOOR SOLUTIONS,23165
L PAUL FRECHETTE THE RETIREMENT PLANNING INSTITUTES,22939
DELL COMPUTER,22484.38
GRAND TOY,22369.480000000003
ST JOSEPH PRINT GROUP,19436
DRUIDE INFORMATIQUE,19110
ACCURATE DESIGN AND COMMUNICATIONS,17763.6
VANGUARD EMERGENCY MANAGEMENT CONSULTING,17543.25
PRIMEXX VENTURES,17123.991631799163
HONEYWELL,16693.95
FLEMMING COMMUNICATIONS,16573.71
FAST FORWARD FRENCH,15375
WALIS O A HRWARE,15228.68
ANALYSIS INTERNATIONAL,15154.52
EQUIFAX CANADA,14712.61
AUSPICE SAFETY,14351
CSDC ENTERPRISE SOLUTIONS,13540.81
CASEWARE,13447.000000000002
L PAUL FRECHETTE CONSULTING SERVICES O A THE RETIREMENT PLANNING INSTITUTE,13447
CSDC SYSTEMS,13146.42
SWIFT SCRL BIC DIRECTORIES,13026.52
THE RIGHT DOOR CONSULTING AND SOLUTIONS,12995
PROLIFICS,12741.39
BISPRO SERVICES,12722.67
CASEWARE IDEA,11815.452054794521
CANADA COUNCIL FOR THE ARTS,11254.8
ECOLE DE LANGUES ABCE,10650
WORKPLACE SAFETY AND PREVENTION SERVICES,10497.7
ERGOCENTRIC SEATING SYSTEMS,10389.710000000001
