owner_org,d_fiscal_year,total,total_constant_2019_dollars
dnd-mdn,2017-2018,725402.75,745570.07
pwgsc-tpsgc,2020-2021,1213031.02,1156471.44
pwgsc-tpsgc,2021-2022,2223890.20,2100310.01
