d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,27624415.463232156
1_facilities_and_construction,2018-2019,31761472.09030739
1_facilities_and_construction,2019-2020,24075448.3654571
1_facilities_and_construction,2020-2021,17537965.630654152
10_office_management,2017-2018,17272014.41609959
10_office_management,2018-2019,13028527.087075701
10_office_management,2019-2020,11420488.486185804
10_office_management,2020-2021,20406646.45941166
2_professional_services,2017-2018,47435179.00333669
2_professional_services,2018-2019,57054544.70644491
2_professional_services,2019-2020,48409973.13037351
2_professional_services,2020-2021,72037695.39265294
3_information_technology,2017-2018,39170191.780800074
3_information_technology,2018-2019,44540151.355025165
3_information_technology,2019-2020,50319747.031640284
3_information_technology,2020-2021,42679441.59115804
4_medical,2017-2018,254519561.29995552
4_medical,2018-2019,243061901.92134625
4_medical,2019-2020,246616687.1154554
4_medical,2020-2021,241400782.8928701
5_transportation_and_logistics,2017-2018,22541286.16656538
5_transportation_and_logistics,2018-2019,20244735.896261718
5_transportation_and_logistics,2019-2020,20942866.959593244
5_transportation_and_logistics,2020-2021,18587603.830851417
6_industrial_products_and_services,2017-2018,78124191.11858824
6_industrial_products_and_services,2018-2019,80554062.71296252
6_industrial_products_and_services,2019-2020,68505673.82275136
6_industrial_products_and_services,2020-2021,65160681.996687025
7_travel,2017-2018,2879811.531815848
7_travel,2018-2019,6629666.134613905
7_travel,2019-2020,3928987.0089423386
7_travel,2020-2021,4067049.7651824043
8_security_and_protection,2017-2018,17886598.195028808
8_security_and_protection,2018-2019,16824818.789144125
8_security_and_protection,2019-2020,13863459.984913908
8_security_and_protection,2020-2021,22326501.39017766
9_human_capital,2017-2018,12007547.875341978
9_human_capital,2018-2019,7554684.845659397
9_human_capital,2019-2020,6844476.459571478
9_human_capital,2020-2021,4547188.306343221
