d_vendor_name,overall_total
MCKESSON CANADA,163399175.50
JOHN HOWARD SOCIETY,86356963.86
SALVATION ARMY,85035800.92
CANADIAN CORPS OF COMMISSIONAIRES,68332223.38
CISTEL TECHNOLOGY,46103136.08
BRIDGES OF CANADA,37270796.42
ADGA GROUP,35760997.95
MOTOROLA SOLUTIONS CANADA,28536802.44
BARGREEN ELLINGSON,27003674.33
LOGISTIK UNICORP,25376543.26
DONNA CONA,15819744.60
FORD MOTOR COMPANY,15611087.39
OEI KRUEGER,15120775.84
MODIS CANADA,14584025.84
SOCIETE EMMANUEL GREGOIRE,13964725.93
TEKNION,13572126.24
MERCK FROSST,13288073.36
PALADIN GROUP,13249629.60
ST LEONARDS PLACE PEEL,13194646.97
JEMTEC,12593181.04
GRAHAM CONSTRUCTION,11330629.33
BRETON MICHEL MD,11329795.48
ST LEONARD S COMMUNITY SERVICES,11221756.81
INDIVIOR UK,11220652.96
ST LEONARD S SOCIETY HAMILTON,11029553.87
CALIAN,10454972.25
PACIFIC SAFETY PRODUCTS,10170683.39
MAGAL S3 CANADA,10036702.64
AIR INUIT,9976803.99
WESTCOAST GENESIS SOCIETY,9922573.40
DYNACARE,9512242.74
NORTHFIELD METAL PRODUCTS,8943648.07
AIM HEALTH GROUP,8861225.03
PRINCE GEORGE ACTIVATOR,8824727.60
IBM CANADA,8736928.32
RESIDENCE CARPEDIEM,8465518.30
CATHOLIC SOCIAL SERVICES,8257003.91
COLLIERS PROJECT LEADERS,8039872.61
DELCO AUTOMATION,7521900.25
GLENCAIRN EDUCATIONAL SERVICES,7454715.24
MEEWASINOTA CRF,7370125.72
MAISON CROSS ROADS DE LA SOCIETE,7310639.91
ARI FINANCIAL SERVICES,7164453.88
VIA TRAVAIL,7094636.58
PHOENIX DRUG ALCOHOL RECOVERY,6905599.93
MURRAYS WINDERMERE GARDENS,6885007.19
CIRCLE OF EAGLES LODGE SOCIETY,6797436.47
OKANAGAN HALFWAY HOUSE SOCIETY CRF,6775084.60
MAISON JEUN AIDE,6739505.71
NEUROSCOPE,6712971.44
MAISON CHARLEMAGNE,6609811.30
HOUSE OF HOPE,6594733.62
"NATIVE CLAN ORGANIZATION",6458867.70
NISHA TECHONOLOGIES,6326820.00
SERVICES D AIDE EN PREVENTION DE LA CRIMINALITE,6197949.28
TELECOM COMPUTER SERVICES,6168902.45
MAISON JOINS TOI,6048120.17
CASCADE COLLEGE,5942000.00
SHELTER NOVA SCOTIA,5919390.94
UNITED CHURCH HALFWAY HOMES,5784893.02
DR MANDEEP SAINI,5666058.39
R LAMBA FORENSIC PSYCH SERVICE,5666058.39
XEROX,5620682.40
BUREAU NATHALIE,5584929.69
IRVING OIL,5479500.44
MAISON PAINCHAUD,5230150.84
ELIZABETH FRY SOCIETY,5148707.62
IMPERIAL OIL,5124881.52
FONDATION CARREFOUR NOUVEAU MONDE,5056584.31
KINGHAVEN PEARDONVILLE HOUSE SOCIETY,5020055.79
SOCIETE ELIZABETH FRY DU QUEBEC,5010444.86
ALBERTA SEVENTH STEP SOCIETY,4983929.71
ST LEONARDS HOUSE WINDSOR,4880960.66
TANKATEK,4768205.29
LARCH HALF WAY HOUSE OF SUDBURY,4736892.87
FLEX KNIT,4703614.47
DR S ISKANDER,4634191.18
HITRAC,4362971.01
LESAGE DAVID DR,4259996.88
SIEMENS,4219807.29
SPARX SMART PODS,4191175.17
HOULE ELECTRIC,4154942.38
COVERDALE CENTRE FOR WOMEN,4136135.86
DR DAVID LESAGE,4129383.83
GREG VAN WYK PROFESSIONAL,4124425.27
CRC CURE LABELLE,4089550.70
MAISON DECISION HOUSE,4067597.57
RUSSEL METALS,3964136.18
GENERAL MOTORS,3455531.23
MICROSOFT CANADA,3398949.09
TRI STAR INDUSTRIES,3296595.18
FCA CANADA,3255580.86
DYNABOOK CANADA,3117236.41
RUSH TRUCK CENTRES OF CANADA,3040538.85
CTOMS,2999103.00
GARTNER,2836366.43
PODOLINSKY EQUIPMENT,2826847.42
THE MASHA KRUPP TRANSLATION GROUP,2772866.03
HYPERTEC,2137721.26
CDW CANADA,2063433.59
D DOYLE INSTALLATIONS,1971471.91
SOFTCHOICE,1908078.75
VISIONTEC,1902202.45
GLAXOSMITHKLINE,1644493.50
FELIX TECHNOLOGY,1638810.48
SUPER CHANNEL INTERNATIONAL,1590175.35
TYCO INTEGRATED FIRE SECURITY,1571054.67
UNITED RENTALS OF CANADA,1558246.85
TOYOTA CANADA,1525005.54
SUMMIT CANADA DISTRIBUTORS,1466050.47
INTER OUTAOUAIS,1460751.50
HYUNDAI AUTO CANADA,1440248.86
NORDMEC CONSTRUCTION,1380583.32
EXTRAVISION VIDEO TECHNOLOGIES,1380499.09
"NATIONS TRANSLATION GROUP",1371975.05
WAJAX,1371945.39
WASTE CONNECTIONS OF CANADA,1313127.02
TROY LIFE FIRE SAFETY,1270885.89
SHARP ELECTRONICS,1270862.39
BELL CANADA,1256143.21
BLACK MCDONALD,1198984.51
MITSUBISHI MOTOR SALES,1158187.98
CONSTRUCTION JESSIKO,1135552.43
SAP,1107751.53
KUBOTA CANADA,1100979.67
NORTRAX CANADA,1070912.16
KONE,1014293.82
INSTRUX MEDIA,1010200.68
DALIAN ENTERPRISES,957692.76
UNIVERSITY OF SASKATCHEWAN,956206.52
N12 CONSULTING,932576.40
QUINTET CONSULTING,931689.11
PEPCO,926603.99
MISHKUMI TECHNOLOGIES,904220.02
CANADA POST,899319.04
WORKPLACE HEALTH AND COST SOLUTIONS,877979.50
SIERRA SYSTEMS GROUP,852244.39
BAYSHORE HEALTHCARE,838775.53
CANON,832872.63
WESCO DISTRIBUTION CANADA,827455.74
POLARIS INDUSTRIES,822947.51
INTEGRATED DISTRIBUTION SYSTEMS,818583.29
THYSSENKRUPP ELEVATOR,795178.31
TERAMACH TECHNOLOGIES,781937.30
SOLOTECH,759152.05
MAKWA RESOURCING,753507.08
BLUEWAVE ENERGY,673374.69
HONEYWELL,663541.46
IRON MOUNTAIN,647994.36
NISSAN CANADA,646844.07
SAS INSTITUTE,645419.10
ADVANCED CHIPPEWA TECHNOLOGIES,630579.51
OLIN,604889.78
FREEBALANCE,588228.42
CSDC SYSTEMS,556528.50
DYNAMIC PERSONNEL CONSULTANTS,548087.87
RAMPART INTERNATIONAL,542056.55
QUANTUM MANAGEMENT SERVICES,535191.32
ECLIPSYS SOLUTIONS,513115.70
SEGUIN MORRIS,492093.00
AV TECH,453555.74
SMITHS DETECTION,430843.69
WASTE MANAGEMENT OF CANADA,428449.94
PROTAK CONSULTING GROUP,419405.79
ECOLE DE LANGUES ABCE,406496.51
CULLEN DIESEL POWER,391344.04
SUBARU CANADA,384380.04
SUNCOR ENERGY,377937.07
ACKLANDS GRAINGER,375218.26
PURESPIRIT SOLUTIONS,360802.43
