d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,273891.87,282295.69
2_professional_services,2018-2019,320225.89,325324.67
2_professional_services,2019-2020,818283.94,809326.30
2_professional_services,2020-2021,1605336.03,1530295.94
2_professional_services,2021-2022,1813971.75,1691903.64
3_information_technology,2017-2018,324305.47,334174.46
3_information_technology,2018-2019,169580.08,172701.90
3_information_technology,2019-2020,24667.90,24279.55
3_information_technology,2020-2021,26229.08,24925.31
3_information_technology,2021-2022,26905.30,24960.54
9_human_capital,2017-2018,13567.63,13941.51
9_human_capital,2020-2021,7675.85,7333.72
9_human_capital,2021-2022,78802.82,73236.80
