d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,862580.75,889225.93
1_facilities_and_construction,2018-2019,2051227.44,2083690.01
1_facilities_and_construction,2019-2020,2105766.25,2089880.27
1_facilities_and_construction,2020-2021,1965421.21,1873782.39
6_industrial_products_and_services,2018-2019,11075.88,11326.91
6_industrial_products_and_services,2021-2022,13674.65,12598.89
