d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,16950.00,17474.01
10_office_management,2019-2020,11300.00,11209.86
10_office_management,2020-2021,10441.77,9943.92
10_office_management,2021-2022,858.23,812.74
2_professional_services,2017-2018,868485.88,895425.35
2_professional_services,2018-2019,761379.75,776098.10
2_professional_services,2019-2020,804818.66,798276.16
2_professional_services,2020-2021,1168201.35,1112404.09
2_professional_services,2021-2022,1332862.04,1236507.59
2_professional_services,2022-2023,807402.59,722576.41
3_information_technology,2017-2018,113000.00,116475.61
3_information_technology,2018-2019,153918.36,156772.09
3_information_technology,2019-2020,164178.88,162858.17
3_information_technology,2020-2021,58269.33,55515.11
3_information_technology,2021-2022,21674.89,20107.16
3_information_technology,2022-2023,113134.11,101232.87
9_human_capital,2017-2018,56500.00,58246.48
9_human_capital,2018-2019,101700.00,103648.89
