d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,16950
10_office_management,2019-2020,11300
10_office_management,2020-2021,10441.772151898735
2_professional_services,2017-2018,981485.8765091159
2_professional_services,2018-2019,856299.7512014585
2_professional_services,2019-2020,901476.3595859213
2_professional_services,2020-2021,1182344.1700673515
3_information_technology,2018-2019,8148.360728597449
3_information_technology,2019-2020,8178.09927140255
3_information_technology,2020-2021,14746.51
9_human_capital,2017-2018,56500
9_human_capital,2018-2019,152550
9_human_capital,2019-2020,84750
