d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,67221.00,69148.11
1_facilities_and_construction,2021-2022,132243.90,119546.38
2_professional_services,2021-2022,29563.40,27430.84
2_professional_services,2022-2023,64017.33,56904.73
6_industrial_products_and_services,2017-2018,1903777.90,1962579.12
6_industrial_products_and_services,2018-2019,2626977.30,2670296.94
6_industrial_products_and_services,2019-2020,391548.12,390488.51
6_industrial_products_and_services,2020-2021,74007.40,70216.08
6_industrial_products_and_services,2021-2022,824575.72,756019.49
6_industrial_products_and_services,2022-2023,600523.50,537342.98
