d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1970998.90,2031145.52
2018-2019,2626977.30,2668020.29
2019-2020,391548.12,390566.19
2020-2021,74007.40,70546.02
2021-2022,986383.02,908608.33
