d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,93637.88,96312.04
it_consulting_services,2018-2019,51643.48,52633.13
it_consulting_services,2019-2020,1030169.50,1031558.99
it_consulting_services,2020-2021,623473.74,591813.96
it_consulting_services,2021-2022,29379.38,27822.12
it_consulting_services,2022-2023,0.00,0.00
it_other,2019-2020,339000.00,331262.27
it_software_licensing,2017-2018,95167.03,97967.46
it_software_licensing,2018-2019,840897.73,852426.27
it_software_licensing,2019-2020,524308.03,512888.89
it_software_licensing,2020-2021,84200.19,80408.27
it_software_licensing,2021-2022,1085768.11,983121.19
it_software_licensing,2022-2023,1161768.01,1028715.62
