owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,171336.68,176130.98
dfo-mpo,2018-2019,1089359.66,1103843.56
dfo-mpo,2019-2020,2109415.32,2086615.54
dfo-mpo,2020-2021,886503.90,843520.14
dfo-mpo,2021-2022,1227609.75,1120033.40
dnd-mdn,2017-2018,38735.00,39922.20
dnd-mdn,2018-2019,51734.73,52757.52
dnd-mdn,2019-2020,34177.39,33871.80
pwgsc-tpsgc,2017-2018,47978.23,49386.47
pwgsc-tpsgc,2018-2019,43496.28,43988.58
pwgsc-tpsgc,2019-2020,41368.16,40967.01
pwgsc-tpsgc,2020-2021,55950.19,53358.13
pwgsc-tpsgc,2021-2022,62316.31,58313.18
