d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,99338.4
11_defence,2017-2018,38735
11_defence,2018-2019,39735.58163580247
11_defence,2019-2020,16061.968364197532
2_professional_services,2017-2018,28818.8237075718
2_professional_services,2018-2019,186384.6783289817
2_professional_services,2019-2020,173401.88796344647
2_professional_services,2020-2021,27120
3_information_technology,2017-2018,159986.0912195122
3_information_technology,2018-2019,840897.7253214774
3_information_technology,2019-2020,1893194.5518422252
3_information_technology,2020-2021,702214.8160210503
6_industrial_products_and_services,2019-2020,18115.420000000002
6_industrial_products_and_services,2020-2021,12656
8_security_and_protection,2018-2019,11999.15
9_human_capital,2017-2018,30510
9_human_capital,2018-2019,51383.25
9_human_capital,2019-2020,84187.04000000001
9_human_capital,2020-2021,95665.76
