d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,21668408.41,22342557.99
1_facilities_and_construction,2018-2019,25733019.83,26234836.50
1_facilities_and_construction,2019-2020,27242547.75,27125241.37
1_facilities_and_construction,2020-2021,20308190.27,19389117.65
1_facilities_and_construction,2021-2022,6566766.31,6203374.74
10_office_management,2017-2018,43050.00,44412.75
10_office_management,2021-2022,25998.00,23935.69
6_industrial_products_and_services,2021-2022,108360.00,102782.52
