d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,688937.17,707883.66
11_defence,2017-2018,742116.36,761347.02
11_defence,2018-2019,857572.31,870274.35
11_defence,2019-2020,1225395.98,1215054.90
11_defence,2020-2021,1175822.30,1116910.32
11_defence,2021-2022,1478732.99,1359154.67
2_professional_services,2017-2018,701122.92,719318.82
2_professional_services,2018-2019,1126143.61,1143476.17
2_professional_services,2019-2020,1313205.81,1303271.57
2_professional_services,2020-2021,1883152.04,1789972.60
2_professional_services,2021-2022,2163358.49,2006945.79
3_information_technology,2017-2018,61676511.53,63270417.86
3_information_technology,2018-2019,72694098.39,73803957.59
3_information_technology,2019-2020,77899667.74,77235606.75
3_information_technology,2020-2021,78951189.00,75046903.57
3_information_technology,2021-2022,98789291.44,91674994.94
9_human_capital,2021-2022,164110.89,149179.19
