d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,688937.17
1_facilities_and_construction,2018-2019,73080.95
1_facilities_and_construction,2019-2020,259685.71
1_facilities_and_construction,2020-2021,24833.33
11_defence,2017-2018,742116.36
11_defence,2018-2019,742116.36
11_defence,2019-2020,744149.56
11_defence,2020-2021,742116.36
2_professional_services,2017-2018,1417893.35
2_professional_services,2018-2019,2538253.79
2_professional_services,2019-2020,2578331.35
2_professional_services,2020-2021,4392354.80
3_information_technology,2017-2018,60936260.11
3_information_technology,2018-2019,70560753.87
3_information_technology,2019-2020,75565099.96
3_information_technology,2020-2021,75971567.35
9_human_capital,2018-2019,744422.87
9_human_capital,2019-2020,1224789.91
9_human_capital,2020-2021,1110337.22
