owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,1539096.33,1577847.34
aafc-aac,2018-2019,1310161.96,1326856.48
aafc-aac,2019-2020,1305083.26,1302410.11
aafc-aac,2020-2021,1237826.46,1201429.47
aafc-aac,2021-2022,2627302.05,1939429.29
cbsa-asfc,2017-2018,7680277.30,7884323.08
cbsa-asfc,2018-2019,9238062.20,9357653.26
cbsa-asfc,2019-2020,12418299.99,12391498.10
cbsa-asfc,2020-2021,8887472.63,8730238.82
cbsa-asfc,2021-2022,7297784.78,5497087.19
cic,2017-2018,7615188.30,7813336.31
cic,2018-2019,11862841.45,12015348.79
cic,2019-2020,12834905.67,12805918.00
cic,2020-2021,13877842.52,13549788.83
cic,2021-2022,18328798.15,13917119.18
cihr-irsc,2020-2021,14125.00,13351.11
cnsc-ccsn,2017-2018,83320.62,86241.49
cra-arc,2017-2018,21120721.73,21685861.68
cra-arc,2018-2019,22437878.23,22726108.55
cra-arc,2019-2020,27384209.67,27328635.21
cra-arc,2020-2021,32741243.28,31960327.80
cra-arc,2021-2022,35214176.78,26620562.08
csc-scc,2021-2022,3102066.06,2323813.81
dfatd-maecd,2017-2018,1168241.64,1196015.78
dfatd-maecd,2018-2019,4148509.02,4201044.41
dfatd-maecd,2019-2020,2573695.95,2569128.57
dfatd-maecd,2020-2021,2630565.72,2560001.70
dfatd-maecd,2021-2022,2688648.93,2180291.86
dfo-mpo,2018-2019,67805.09,68711.36
dfo-mpo,2021-2022,2931.83,0.00
dnd-mdn,2017-2018,1431053.53,1475092.23
dnd-mdn,2018-2019,857572.31,868273.10
dnd-mdn,2019-2020,1225395.98,1222886.05
dnd-mdn,2020-2021,1670322.77,1619715.47
dnd-mdn,2021-2022,1291536.02,776826.33
ec,2017-2018,435669.16,447498.29
ec,2018-2019,33309.89,33632.24
ec,2019-2020,304785.49,304161.21
ec,2020-2021,303952.74,297566.01
ec,2021-2022,303952.74,230894.79
elections,2017-2018,444532.03,456104.05
elections,2018-2019,484340.87,490521.80
elections,2019-2020,240997.74,240504.12
elections,2020-2021,196533.08,190708.77
elections,2021-2022,253479.07,192552.94
esdc-edsc,2017-2018,901226.95,926262.93
esdc-edsc,2018-2019,670028.98,678382.45
esdc-edsc,2019-2020,1897686.27,1893987.11
esdc-edsc,2020-2021,2677267.86,2628963.65
esdc-edsc,2021-2022,2039929.83,1406896.59
fin,2017-2018,93287.15,96002.13
hc-sc,2017-2018,899749.15,923867.40
hc-sc,2018-2019,1329712.66,1347004.15
hc-sc,2019-2020,1480768.05,1477735.05
hc-sc,2020-2021,3413921.47,3331935.74
hc-sc,2021-2022,3378583.24,2590589.23
ic,2017-2018,3850365.93,3945294.14
ic,2018-2019,5579972.67,5651861.69
ic,2019-2020,5482919.45,5472921.48
ic,2020-2021,3439989.46,3375006.52
ic,2021-2022,3885901.22,2752094.50
irb-cisr,2017-2018,382601.65,392857.48
irb-cisr,2018-2019,413606.86,418936.70
irb-cisr,2019-2020,473145.04,472511.02
irb-cisr,2020-2021,98310.00,97505.89
nrcan-rncan,2017-2018,924283.83,948793.66
nrcan-rncan,2018-2019,1117128.95,1131248.21
nrcan-rncan,2019-2020,1588072.45,1584792.54
nrcan-rncan,2020-2021,2051556.56,2000770.20
nrcan-rncan,2021-2022,1617348.75,1243392.48
nserc-crsng,2018-2019,11907.28,12022.51
nserc-crsng,2019-2020,65045.72,64912.49
nsira-ossnr,2021-2022,58791.12,18022.25
osfi-bsif,2017-2018,2603984.01,2672436.82
osfi-bsif,2018-2019,2957034.60,2993713.23
osfi-bsif,2019-2020,4036923.82,4028173.33
osfi-bsif,2020-2021,3117234.73,3041667.52
osfi-bsif,2021-2022,4602775.85,3450825.59
pc,2017-2018,180043.03,185204.46
pc,2018-2019,141232.17,143034.51
rcmp-grc,2017-2018,1339553.90,1375638.21
rcmp-grc,2018-2019,310796.98,314094.18
rcmp-grc,2019-2020,167962.19,167420.46
rcmp-grc,2020-2021,536181.18,523381.50
rcmp-grc,2021-2022,569248.38,433064.82
ssc-spc,2017-2018,10271168.54,10546492.57
ssc-spc,2018-2019,11478397.97,11627226.22
ssc-spc,2019-2020,6733606.56,6722696.99
ssc-spc,2020-2021,4807866.62,4710276.20
ssc-spc,2021-2022,12997045.82,9758723.01
statcan,2021-2022,999562.93,742464.44
tbs-sct,2017-2018,682521.00,706417.22
tc,2017-2018,138321.19,140697.18
tc,2018-2019,208327.70,210582.52
tc,2019-2020,158553.19,158568.53
tc,2020-2021,538996.99,528763.08
tc,2021-2022,568392.82,428557.43
