normalized_vendor_name,original_vendor_name
TENAQUIP,Tenaquip
TENAQUIP,TENAQUIP LIMITED
TENAQUIP,TENAQUIP
TENAQUIP,Tenaquip Limited
TENAQUIP,Tenaquip limited
TENAQUIP,Tenaquip LTD
TENAQUIP,TENAQUIP LTD.
TENAQUIP,tenaquip Inc
TENAQUIP,TENAQUIP LTD
TENAQUIP,Tenaquip Inc
TENAQUIP,tenaquip limited
TENAQUIP,TENAQUIP LIMITEE
TENAQUIP,Tenaquip Ltd
TENAQUIP,Tenaquip Limitee
TENAQUIP,TÉNAQUIP
TENAQUIP,Tenaquip Ltd.
TENAQUIP,tenaquip ltd
TENAQUIP,Tenaquip Ltée
TENAQUIP,tenaquip
TENAQUIP,Tenaquip LTD.
TENAQUIP,Tenaquip limitee
TENAQUIP,TENEQUIP LTD
TENAQUIP,Tenaquip Limitée
TENAQUIP,teanaquip
TENAQUIP,Tenquip Limited
TENAQUIP,Tenequip Ltd.
TENAQUIP,TENAQUIP Ltd
TENAQUIP,TENQUIP
