d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,38324.11
1_facilities_and_construction,2020-2021,37353.86
10_office_management,2017-2018,98048.5440506329
10_office_management,2018-2019,101107.66
10_office_management,2019-2020,65157.45285714286
10_office_management,2020-2021,84940.37714285715
11_defence,2017-2018,156100.17791970802
11_defence,2018-2019,122103.37333333332
11_defence,2019-2020,122801.65666666666
11_defence,2020-2021,190116.7650909091
2_professional_services,2018-2019,14952.09
2_professional_services,2020-2021,12025.580000000002
3_information_technology,2019-2020,56353.159999999996
3_information_technology,2020-2021,24294.967434554976
4_medical,2018-2019,22050.670000000002
4_medical,2019-2020,37755.356733343484
4_medical,2020-2021,1712559.0673583373
5_transportation_and_logistics,2019-2020,19725.59
6_industrial_products_and_services,2017-2018,446164.9516854109
6_industrial_products_and_services,2018-2019,1030937.731095656
6_industrial_products_and_services,2019-2020,670782.7250250322
6_industrial_products_and_services,2020-2021,915419.2877530018
9_human_capital,2020-2021,24808.02
